description;address;area;bedrooms;suites;wc;parking_spots;value;condo_fee;df_tax;aptlink
Apartamento para venda com 92 metros quadrados com 3 quartos em Norte - Brasília - DF;Avenida FlamboyantNorte;-;3;1;3;1;670000;800;1650;-
CSG 04 TAGUATINGA SUL AGIO R$ 53.000,00 APARTAMENTO DE QUARTO.;CSG 4Taguatinga Sul;-;1;1;1;1;53000;150;0;-
Apartamento 2 Quartos (Suíte + Closet) + Cozinha c/ Armários + Varanda | Quadra 02;Quadra 2 Conjunto A10 Bloco DSobradinho;65;2;1;2;1;510000;-;-;-
Apartamento ultimo andar para venda duas vagas possui 129 M² com 3 quartos em Sul - Brasília - DF ..;Rua 30Sul;153;3;2;3;2;1150000;740;0;-
Excelente Apartamento! 03 Quartos, 68m2, Prox. Metrô, Res. Mônaco, Samambaia - R$ 230.000,00;QN 120 Conjunto 1Samambaia Sul;-;3;-;1;1;250000;0;0;-
Apartamento para venda possui 86 metros quadrados com 2 quartos;Rua 4ASetor Habitacional Vicente Pires;86;2;-;1;1;350000;-;-;-
Apartamento para venda com 50 metros quadrados com 2 quartos em Riacho Fundo II - Brasília - DF;QS 31 Conjunto 4Riacho Fundo II;50;2;0;1;1;160000;373;0;-
Apartamento para venda possui 49 metros quadrados com 2 quartos em Samambaia Norte - Brasília - DF;QN 403 Conjunto ASamambaia Norte;49;2;0;1;1;224000;485;700;-
Apartamento para venda com 168 metros quadrados com 2 quartos em Asa Sul - Brasília - DF;EQS 414/415Asa Sul;169;2;1;2;3;339012;0;0;-
Apartamento para venda possui 69 metros quadrados com 3 quartos em Norte - Brasília - DF;Avenida Parque Águas Claras Conjunto 8Norte;-;3;1;2;1;420000;400;1200;-
Vendo apt 3 qts/suite CSD 04 Vila Matias- Tag Sul-DF;CSD 4Taguatinga Sul;80;3;1;1;0;180000;0;0;-
Apartamento de 2 Quartos no condomínio novo horizonte Sobradinho;Rodovia DF-425Setor Habitacional Contagem;60;2;1;1;0;219000;-;-;-
Apartamento para venda possui 95 metros quadrados com 1 quarto em Taguatinga Sul - Brasília - DF;CSG 3Taguatinga Sul;-;1;-;1;1;590223;0;0;-
Apartamento para venda tem 158 metros quadrados com 4 quartos em Sul - Brasília - DF;Avenida das AraucáriasSul;-;4;2;3;3;1416015;0;0;-
Apartamento 71m2 - Residencial Parque das Águas - Águas Claras;Avenida Parque Águas ClarasSul;-;3;2;3;1;620000;590;0;-
RDS vende apt planejado Ed Champs Elysses;-;-;2;0;1;1;185000;320;0;-
SQN 416 REFORMADO, VAZADO;SQN 416Asa Norte;62;3;0;2;0;620000;518;196;-
Ap pode fazer 1 ou 2 quartos muitas facilidades na compra, veja como;QR 407 Conjunto 8Samambaia Norte;33;1;0;1;0;174500;200;100;-
Apartamento para venda tem 40 metros quadrados com 2 quartos;Quadra 3Sobradinho;40;2;0;1;0;160000;-;-;-
APARTAMENTO C/VARANDA 3' ANDAR 2 QUARTOS 70m ELEVADOR GARAGEM RUA 3 VICENTE PIRES COZINHA C/ARMÁRIOS;Rua 3Setor Habitacional Vicente Pires;70;2;0;1;1;270000;-;-;-
Apartamento 1 quarto com garagem - QS 320 Aceita Financiamento e FGTS;QS 320 Conjunto 1Samambaia Sul;42;1;1;1;1;159000;350;150;-
NASCENTE + VISTA LIVRE + REFORMADO! RESIDENCIAL INGRID, QUADRA 205, ÁGUAS CLARAS;-;58;2;1;2;1;549000;0;0;-
APARTAMENTO DESOCUPADO, TOTAL VILLE QUADRA 101, AO LADO DO COMÉRCIO.;Rodovia BR-040Santa Maria;-;2;1;1;1;131000;0;0;-
QN 410 Prédio 6 apartamentos Samambaia;QN 410Samambaia Norte;400;2;-;1;5;1100000;-;-;-
Apartamento para venda tem 39 metros quadrados com 1 quarto em Asa Norte - Brasília - DF;SCRN 708/709 Bloco EAsa Norte;39;1;-;1;-;245000;0;0;-
ARMÁRIOS + VAZADO + LOCALIZAÇÃO PRIVILEGIADA! SQN 116, ASA NORTE;-;100;3;1;3;1;1100000;0;0;-
Edifício Monte Pascoal (SQN 110 Bloco K, Asa Norte - Brasília/DF);SQN 110 Bloco KAsa Norte;190;4;2;5;2;2390000;2300;3400;-
Apartamento para venda tem 77 metros quadrados com 2 quartos em Setor Sudoeste - Brasília - DF;SQSW 105 Bloco DSetor Sudoeste;129;2;1;3;1;877000;1100;2500;-
Apartamento para venda tem 52 metros quadrados com 2 quartos em Riacho Fundo II - Brasília - DF;Quadra QC 4 Conjunto 4Riacho Fundo II;-;2;0;1;0;85000;0;0;-
Apartamento de 26m² com 1 quarto + 26m² de área privativa em Riacho Fundo II - Brasília - DF;QN 12E Conjunto 1Riacho Fundo II;52;1;0;1;0;115000;0;0;-
Apartamento para venda possui 68 m² com 3 quartos em Samambaia Sul - Brasília - DF;Quadra 101 Conjunto 2Samambaia Sul;-;3;1;2;1;420000;0;0;-
Residencial Cervantes Águas Claras - Cobertura 4 quartos, vista livre e 2 vagas de garagem. Aparta;Rua 8Norte;196;3;2;4;2;874999;999;-;-
Plano Piloto - Apartamento Padrão - Asa Norte;-;103;3;1;3;1;989000;1000;-;-
Apartamento para venda possui 64 metros quadrados com 2 quartos em Setor Sudoeste - Brasília - DF;QRSW 3Setor Sudoeste;75;2;0;1;0;610000;480;1300;-
2 Quartos com Armários no Itamaraty - vista livre floresta+ armários planejados;Setor SAGOCATaguatinga Norte;48;2;0;1;1;280000;0;0;-
Vicente Pires 2 quartos apartamento grande espaçoso bem localizado prédio bom;Rua 5 Chácara 233Setor Habitacional Vicente Pires;61;2;0;1;0;129000;0;0;-
Apartamento Duplex para Venda em Brasília, Norte (Águas Claras), 3 dormitórios, 1 suíte, 2 banheiros;Rua 17Norte;122;3;1;2;2;1150000;-;0;-
Apartamento 2 quartos até 100% financiado;QR 407Samambaia Norte;33;2;0;1;1;177000;-;-;-
Ilha de Sardenha Águas Claras - 3 quartos, sendo: 1 suíte, totalmente reformado. 1 vaga de garagem e;Rua 37Sul;105;3;1;2;1;779999;680;750;-
Venda Apartamento 1 quarto Asa Norte Brasília;-;38;1;0;1;0;310000;250;124;-
Apartamento 3 quartos reformado e mobiliado 71m², no Residencial Parque das Águas;Avenida Parque Águas ClarasNorte;113;3;2;3;1;650000;750;300;-
APARTAMENTO LINDO | 3 QTS | 93M² | ÁGUAS CLARAS;Quadra 209Sul;93;3;2;3;2;875000;1;1;-
Apartamento com 2 dormitórios à venda, 52 m² por R$ 170.000,00 - Vicente Pires - Vicente Pires/DF;Rua 3Setor Habitacional Vicente Pires;52;2;0;1;0;170000;0;0;-
Cobertura duplex 382 m² c/ 4 suítes - 4 vagas - Amplo terraço c/ piscina e área de lazer - Noroeste;SQNW 309 Bloco CSetor Noroeste;-;4;4;7;4;5142230;-;-;-
Apartamento para venda com 58 metros otimo ap qdr quadrados com 2 quartos;Quadra 2 Conjunto ASobradinho;62;2;0;1;0;230000;-;-;-
Apartamento 2 Quartos sendo 1 suíte;QISetor Industrial;-;2;1;2;1;360000;-;-;-
SÓ 540 MIL / 02 QUARTOS + DCE / 74 M² / LAZER COMPL.;Rua BuritiNorte;86;2;1;2;1;540000;778;-;-
APARTAMENTO RESIDENCIAL em BRASÍLIA - DF, NORTE (ÁGUAS CLARAS);Avenida Parque Águas ClarasNorte;33;1;1;1;1;1400;-;291;-
Apartamento com2 quartos, varanda, garagem, 80m2, armários , ar condicionado;Rua 4ASetor Habitacional Vicente Pires;-;2;0;1;1;350000;-;-;-
OPORTUNIDADE EXCLUSIVA EM SAMAMBAIA SUL – QN 512 RESIDENCIAL FENIX;QN 512 Conjunto 1Samambaia Sul;70;2;-;1;1;260000;300;375;-
Apartamento com 2 dormitórios à venda, 80 m² por R$ 360.000,00 - Vicente Pires - Vicente Pires/DF;Rua 4ASetor Habitacional Vicente Pires;80;2;0;1;1;360000;0;0;-
Ap de 3 Quartos de 60m² planejado e no porcelanato (Melhor Condominio da Região) (Faça Proposta);QN 5ARiacho Fundo II;-;3;1;2;1;260000;360;0;-
Apartamento com 1 dormitório à venda, 36 m² por R$ 435.000,00 - Lago Norte - Brasília/DF;CA 2Setor de Habitações Individuais Norte;36;1;0;1;1;435000;300;0;-
Apartamento para venda com 46 metros quadrados com 1 quarto em Sul - Brasília - DF;Avenida JacarandáSul;-;1;1;1;1;356000;407;720;-
Apartamento para venda tem 37 metros quadrados com 1 quarto em Asa Sul - Brasília - DF;SQS 408 Bloco BAsa Sul;-;1;0;1;0;340000;380;680;-
Samambaia Residencial Évora - Andar intermediario, 3 quartos, 64 m², 1 suite, 1 banheiro social, 1 v;QR 108 Conjunto 7-BSamambaia Sul;82;3;1;1;1;319999;545;0;-
Residencial Via Windsor (SQN 213 Bloco G, Asa Norte - Brasília/DF);SQN 213 Bloco GAsa Norte;268;4;4;6;3;3890000;2390;4305;-
Vendo apartamento 03 quartos, 1 suíte, 104m², Vista Livre, Rua 26 Norte, Águas Claras-DF;Rua 26Norte;167;3;1;2;1;699000;540;0;-
ANDAR ALTO – 03 QUARTOS - 01 SUÍTE – 01 VAGA DE GARAGEM – VISTA LIVRE;SQN 311 Bloco AAsa Norte;95;3;1;3;1;1300000;0;0;-
Apartamento para venda possui 126 metros quadrados com 3 quartos em Setor Noroeste - Brasília - DF;SQNW 311 Bloco ASetor Noroeste;-;3;1;3;2;1880000;0;0;-
Apartamento de 2 Quartos em Taguatinga com Suíte - Lazer -Reformado e Planejado;QI 12Setor Industrial;56;2;1;2;1;360000;0;0;-
Apartamento à venda 74m², 1 quarto c/suíte, andar alto, vista livre, Rua 30 Sul Águas Claras - DF;Rua 30Sul;74;1;1;2;1;560000;0;0;-
LINDO DUPLEX DE 04 SUÍTES E 04 VAGAS DE GARAGEM - ÁGUAS CLARAS SUL;Rua BabaçuSul;407;4;4;6;4;2119500;1788;2398;-
Apartamento para venda com 129 metros quadrados com 4 quartos em Sul - Brasília - DF;Rua 30Sul;152;4;2;3;2;1150000;750;1380000;-
Sergio Soares vende: Apartamento, ED. Porto Seguro, Setor Central, Gama.;QuadraSetor Central;55;2;0;1;1;210000;350;210;-
Apartamento para venda com 2 quartos;Rua 4ASetor Habitacional Vicente Pires;42;2;-;1;-;150000;262;-;-
Apartamento 2 qrts com até zero de entrada;QR 407Samambaia Norte;-;2;0;1;1;183000;0;0;-
Apartamento com preços diferenciado;QR 407 Conjunto 9Samambaia Norte;-;2;0;1;1;180000;0;0;-
Apartamento para venda com 56 metros quadrados com 2 quartos em Ceilândia Sul - Brasília - DF;QNN 30 Área Especial BCeilândia Sul;56;2;1;1;1;300000;0;0;-
apartamento Brasília df;Quadra 17 Conjunto ESobradinho;78;2;0;1;1;295000;-;-;-
Ótimo apartamento na avenida transversal. Quadra 21;Quadra 21 Conjunto MParanoá;-;2;-;1;-;135000;0;0;-
Valor de venda 173 mil, podendo ser 1 ou 2 quartos, até 100% financiado;QR 407 Conjunto 4Samambaia Norte;56;2;0;1;1;174990;200;100;-
Apartamento para venda possui 28 metros quadrados com 1 quarto em Asa Norte - Brasília - DF;SGAN 915 Módulo FAsa Norte;64;1;1;1;1;346000;320;850;-
APARTAMENTO PARA VENDA NO TAGUA LIFE COM 37m² - 1 quarto;CSG 3Taguatinga Sul;60;1;1;1;1;269900;299;408;-
Apartamento para venda tem 42 metros quadrados com 1 quarto em Norte - Brasília - DF;Rua 34Norte;42;1;0;1;-;465000;0;0;-
Vendo - aceita carro no negocio - Cobertura - Riacho Fundo II - 2 quartos - vista maravilhosa;QN 12A Conjunto 4Riacho Fundo II;56;2;-;1;0;158000;-;-;-
BRASÍLIA - Apartamento Padrão - ASA NORTE;-;252;4;2;6;4;2950000;1675;-;-
Apartamento para Venda em Brasília, Taguatinga Norte (Taguatinga), 2 dormitórios, 1 banheiro, 1 vaga;Setor SAGOCATaguatinga Norte;48;2;0;1;1;125000;317;520;-
Apartamento 2 Quartos Com Garagem SHIS Centro Samambaia!;QR 412Samambaia Norte;92;2;0;1;1;235000;350;300;-
Residencial CasaBlanca Mall - 2 quartos andar alto - nascente - vista livre;Rua 24Norte;74;2;1;2;1;710000;500;700;-
Apartamento Flex Gama 2 quartos em Setor Central - Brasília - DF;Área Especial Lado LesteSetor Central;-;2;1;1;-;329990;0;0;-
Apartamento em Vicente Pires três Quartos mobiliado;Chácara 110Setor Habitacional Vicente Pires - Trecho 3;60;2;1;2;1;250000;250;350;-
Vendo lindo Apt de 1 Qto com Armários Riacho Fundo I;QN 1 Conjunto 19Riacho Fundo I;35;1;0;1;0;138000;150;1;-
ALIANÇA IMÓVEIS VENDE EXCELENTE APARTAMENTO;Quadra 107 Rua ENorte;75;3;1;2;1;630000;0;0;-
Duplex para venda tem 225 metros quadrados com 3 quartos em Setor Noroeste - Brasília - DF;SQNW 311 Bloco HSetor Noroeste;230;3;2;5;3;2450000;0;0;-
Brasília - Apartamento Padrão - Águas Claras;-;95;3;2;3;2;820000;765;1394;-
Apartamento de 45m² com 2 quartos, elevador e vaga de garagem coberta - Taguatinga Sul;QSE 9Taguatinga Sul;45;2;0;1;1;199000;150;50;-
VENDO SQN 108 ORIGINAL SEXTO ANDAR 123M² PRIVATIVOS;SQN 108Asa Norte;-;3;1;3;1;1200000;970;1972;-
QBR 01, 1 andar, Aceita financiamento, todo reformado, lindíssimo!;QBR 1 Bloco BResidencial Santos Dumont;-;2;-;1;-;220000;0;0;-
VENDO APT 2Q Rua 22 Polo de Modas Guara II;Rua 22Guará II;62;2;0;1;0;160000;0;0;-
APARTAMENTO DE 3 QUARTOS NO RESIDENCIAL BELLO RECANTO;Quadra 406 Área Especial s/nRecanto das Emas;106;3;1;2;2;255000;300;500;-
Apartamento para venda com 44 metros quadrados com 2 quartos em Samambaia Sul - Brasília - DF;QR 321 Conjunto 7Samambaia Sul;75;2;0;1;1;204000;-;-;-
Apartamento para venda tem 55 metros quadrados com 2 quartos em Setor Noroeste - Brasília - DF;CLNW 2/3Setor Noroeste;-;2;1;1;1;730000;-;-;-
Apartamento para Venda em RA XIII Santa Maria, Residencial Santos Dumont (Santa Maria), 4 dormitório;QBR 8 Bloco JResidencial Santos Dumont;135;4;1;3;4;530000;300;0;-
Apartamento de 71m² com 2 quartos + DCE, 1 suíte c/ hidromassagem - Taguatinga Norte - Brasília - DF;CNB 12Taguatinga Norte;71;3;1;2;0;300000;600;0;-
Excelente Apto 4Qtos no Rossi Splendore no Setor Industrial - Brasília - DF;Quadra 1Setor Industrial;110;4;1;2;2;770000;619;800;-
Apartamento para venda possui 115 metros quadrados com 3 quartos em Asa Sul - Brasília - DF;SQS 302 Bloco HAsa Sul;-;3;1;3;1;1200000;785;2599;-
Apartamento em Taguatinga Sul em frente à Universidade Católica Aceita Financiamento;QSF 1 Área Especial 6/7/8Taguatinga Sul;-;1;0;1;1;260300;0;0;-
VENDA APARTAMENTO 3 QUARTOS – RES. PALLADIUN – AGUAS CLARAS;Rua 21Norte;-;3;1;2;1;540000;413;0;-
1 Quarto Varanda RESIDENCIAL ICARO;Avenida JequitibáSul;52;1;1;1;1;295000;389;530;-
BRASÍLIA - Apartamento Padrão - ASA SUL;-;56;2;-;1;-;530000;480;1000;-
PORTAL DO PARQUE - LINDO APARTAMENTO DE TRÊS QUARTOS ( CONFERIR VALOR);-;-;3;1;2;-;163906;0;0;-
Venda Apartamento Reformado - Enxoval Completo e Piso Aquecido - Portal Master;CCSW 1 Lote 4 Bloco ASetor Sudoeste;-;1;1;1;1;520000;410;0;-
Apartamento com 1 dormitório à venda, 40 m² por R$ 130.000 - Vicente Pires - Vicente Pires/DF;Rua 7Setor Habitacional Vicente Pires;40;1;0;1;0;130000;100;0;-
BRASILIA - Apartamento Padrao - Asa Sul;SQS 404Asa Sul;117;3;2;3;-;798000;420;1449;-
Apartamento 1 Quarto Em Águas Claras Com Armários e Lazer;Rua ManacáSul;39;1;1;1;1;225000;320;550;-
Apartamento à venda, 1 quarto, 1 vaga, Asa Norte - Brasília/DF;-;33;1;0;1;1;470000;480;0;-
04 suítes em 171 m², 03 vagas, em quadra consolidada - Noroeste;SQNW 309 Bloco CSetor Noroeste;-;4;4;6;3;2565215;-;-;-
Apartamento para venda com 133 metros quadrados com 3 quartos em Asa Sul - Brasília - DF;SQS 305 Bloco BAsa Sul;-;3;1;3;0;1340000;1850;2450;-
Apartamento para Venda em Brasília, Taguatinga Norte (Taguatinga), 2 dormitórios, 1 banheiro, 1 vaga;Setor SAGOCATaguatinga Norte;48;2;0;1;1;246000;317;520;-
Apartamento para venda possui 30 metros quadrados com 1 quarto em Samambaia Sul - Brasília - DF;QS 320Samambaia Sul;-;1;-;1;1;159900;350;150;-
Apartamento 2 quartos no total ville, Santa Maria DF;Avenida MonumentalSetor Meireles;-;2;-;1;1;145000;0;0;-
2 Quartos 1 Suíte 78m2 Le Ville;Rua 25Sul;90;3;1;2;1;629000;600;1200;-
Residencial Residencial Safira Qs 517 - 2qts - Reformado;QS 517 Conjunto ASamambaia Sul;52;2;0;1;1;255000;270;400;-
Apartamento para venda com 31 metros quadrados com 1 quarto em Samambaia Sul - Brasília - DF;QR 110Samambaia Sul;43;1;1;1;1;155000;300;350;-
Apartamento para venda tem 47M² com 2 quartos NO CENTRO DE Samambaia Norte - Brasília - DF;QR 208 Conjunto 7-ASamambaia Norte;59;2;0;1;1;195000;0;0;-
Oportunidade Apartamento de 2 quartos, la cozinha com móveis planejados e banheiro com box. cond 36;-;62;2;0;1;1;165000;300;202;-
Apartamento para venda com 62 metros quadrados com 2 quartos em Taguatinga Norte - Brasília - DF;CNB 11Taguatinga Norte;-;2;-;1;-;229667;0;0;-
Samambaia Apto 2qts, suite, lazer, muito bem localizado, na QN 514 res. Ravello;QN 514 Conjunto 2Samambaia Sul;56;2;1;2;1;275000;388;0;-
Rua 37 Sul, Res.Eva Camilo, Apto 4 qtos, sendo 1 suíte, maior planta do prédio!;Rua 37Sul;114;4;1;3;2;830000;0;0;-
Apartamento com 3 dormitórios à venda, 107 m² por R$ 1.579.000,00 - Noroeste - Brasília/DF;SQNW 109 Bloco ASetor Noroeste;107;3;1;3;2;1579000;980;0;-
04 suítes em 155 m2 com 03 vagas soltas - Vazado -Revestimentos Linha Premium - Noroeste;SQNW 111 Bloco GSetor Noroeste;-;4;4;6;3;2375589;-;-;-
Apartamento para venda possui 60 metros quadrados com 2 quartos em Taguatinga Norte - Brasília - DF;CNB 6Taguatinga Norte;60;2;1;2;1;345000;350;1100;-
Apartamento para venda com 82 metros quadrados com 3 quartos em Norte - Brasília - DF;Rua das CarnaúbasNorte;-;3;1;2;2;689554;0;0;-
Apartamentos de 01 e 02 quartos QUADRA PARQUE GAMA.;Quadra 3Setor Central;-;2;1;2;1;260000;0;0;-
Apartamento para venda com 43 metros quadrados com 1 quarto em Taguatinga Sul - Brasília - DF;QSF 1 Área Especial 6/7/8Taguatinga Sul;-;1;1;1;1;242000;350;1000;-
Apto, 1 Quarto, 01 vaga . Um resort em Brasília - Financiado - Aceita FGTS;SGCV Lote 10Zona Industrial;-;1;0;1;1;360188;350;-;-
VENDA - EXCELENTE APARTEMENTO - 305 SUL;SQS 305Asa Sul;164;3;1;1;-;1390000;0;0;-
EXCELENTE APARTAMENTO EM ÁGUAS CLARAS;Avenida SibipirunaSul;41;1;0;1;1;330000;578;0;-
EXCELENTE APARTAMENTO NO GAMAGGIORE À VENDA 2 QUARTOS SENDO 1 SUÍTE - 66 m² R$ 330.000;Quadra 1Setor Industrial;-;2;1;2;1;350000;-;-;-
Ótimo Apt. 3 Qts. com 1 suíte na QI 5 Taguatinga R$250.000,00;QI 4Setor Industrial;72;3;-;2;1;250000;-;-;-
Exelente Apt de 2 qtos com varanda Samambaia Sul QS 118;QR 118 Conjunto 3Samambaia Sul;56;2;0;1;1;240000;312;0;-
Apartamento para venda tem 43 metros quadrados com 1 quarto em Norte - Brasília - DF;Rua CopaíbaNorte;-;1;1;1;1;415000;478;390;-
Via Club Águas Claras, com 3 quartos, 1suite, 97 m², reformado, lazer completo, melhor localização.;Rua das PaineirasNorte;115;3;1;2;1;795000;750;1060;-
Vende-se apartamento 2 quartos em Águas Claras;Rua 19Norte;-;2;1;2;1;570000;400;-;-
Avant Practical Residence - 1 Quarto - Q.104 - Águas Claras - Armários Planejado;Quadra 104Norte;44;1;0;1;1;445000;400;600;-
Residencial Plaza das Águas - 96m² - 3quartos + DCE;Avenida Parque Águas ClarasNorte;96;3;1;3;1;735000;820;900;-
Apartamento para venda com 69 metros quadrados com 3 quartos;Quadra 1Setor Industrial;-;3;1;2;1;415000;-;-;-
Lindo e Amplo Apartamento para venda com 190 metros quadrados com 4 quartos em Asa Norte - Brasília;SQN 310 Bloco KAsa Norte;-;4;2;1;1;2200000;0;0;-
Apartamento 1º andar super reformado, em frente ao Shopping- Taguatinga QNL;QNJ 58 Bloco CTaguatinga Norte;70;2;0;1;2;260000;380;500;-
Apto duplex 57m², vista livre, reformada, lazer completo, Ac. Financiamento! A.CLARAS.;Rua das FigueirasNorte;57;1;1;2;1;435000;544;840;-
SQSW 105- 98,43 m²- Reformado- 3 quartos- 1 Suite;SQSW 105 Bloco HSetor Sudoeste;98;3;1;3;1;1290000;800;1700;-
Apartamento no Gamaggiore;Quadra 1Setor Industrial;56;2;1;2;1;310000;-;-;-
Apartamento de 2 quarto(s), 52 m² com 1 vaga(s);Quadra 301 Conjunto 1Samambaia Sul;52;2;0;1;1;240000;0;0;-
Renda média de 2 mil p conseguir, ganhe subsídio ou desconto;QR 407 Conjunto 5Samambaia Norte;55;1;0;1;1;175500;200;100;-
OPORTUNIDADE - APTO 1 QUARTO - EXCELENTE LOCALIZAÇÃO;Chácara 123Setor Habitacional Vicente Pires - Trecho 3;38;1;0;1;0;130000;200;-;-
Prestação baixa média 580, documentação grátis, ganhe vantagens pelo programa casa verde e amarela;QR 407 Conjunto 6Samambaia Norte;56;2;0;1;1;175400;200;100;-
Mobiliado de canto três quartos no Noroeste com duas garagens.;SQNW 109 Bloco FSetor Noroeste;185;3;1;3;2;1700000;1340;2630;-
Kitnet/conjugado para venda tem 37 metros quadrados com 1 quarto em Norte - Brasília - DF;Rua 18Norte;37;1;1;1;1;415000;370;680;-
Ao pode fazer 1 ou 2 quartos, lazer completo, muitas facilidades;QR 407 Conjunto 6Samambaia Norte;56;2;0;1;1;177000;200;100;-
BRASÍLIA - Apartamento Padrão - ASA NORTE;-;75;2;-;1;-;350000;780;-;-
Apartamento com 1 Quarto- Mobiliado- Reformado -;Rua 37Sul;42;1;1;1;1;385000;450;660;-
Samambaia 3 quartos com suíte Portal do Sol;-;116;3;-;2;1;369990;623;-;-
Apartamento-À VENDA-Sul (Águas Claras)-Brasília-DF;Quadra 209Sul;94;3;2;4;2;860000;742;1174;-
Cobertura para venda possui 101 metros quadrados com 2 quartos;QN 120Samambaia Sul;101;2;1;2;1;380000;-;-;-
Lindo 02 Quartos com suite 59 M² Noroeste Sinal a Partir de R$ 55.000,00.;CLNW 4/5Setor Noroeste;90;2;1;2;1;730000;650;1200;-
BRASÍLIA - Apartamento Padrão - SUL (ÁGUAS CLARAS);-;38;1;1;1;1;329000;352;-;-
Apartamento 3 quartos – Lazer completo - QI 416 Res. Portal do Sol Samambaia;QI 416 Conjunto 2Samambaia Norte;116;3;1;2;1;379900;547;-;-
Apartamento 1 Quarto , Cozinha c/ Armários Planejados | Prédio c/ Elevador | Grande Colorado;Rodovia DF-150Grande Colorado;35;1;-;1;-;137000;-;-;-
Vendo Apartamento 2/4, Condomínio de Alto Padrão, Mirante DUO, Águas Claras - Brasília - DF;Avenida Parque Águas ClarasNorte;64;2;1;2;1;549000;468;800;-
Apartamento 2 Quartos, Residencial Dona Lira II. QR 404;QR 404 Conjunto 7Samambaia Norte;-;2;-;1;1;229000;320;500;-
Apartamento para venda tem 60 metros quadrados com 2 quartos na Asa Norte - Brasília - DF;SQN 314 Bloco AAsa Norte;60;2;0;1;0;725000;0;0;-
Apartamento 3 quartos CBN 01 Taguatinga Norte, aceita financiamento e FGTS;CNB 1Taguatinga Norte;126;3;1;2;1;439000;810;-;-
Cruzeiro - Apartamento Padrão - Cruzeiro Novo;-;63;3;0;1;-;459000;250;-;-
SQSW 300 Apartamento de canto, nascente com vista livre;-;200;3;3;6;2;3150000;-;-;-
Apartamento 1e2 quartos com melhores preços;QR 407Samambaia Norte;-;2;0;1;1;184000;0;0;-
Apartamento para venda com 51 metros quadrados com 2 quartos em Samambaia Sul - Brasília - DF;QS 116Samambaia Sul;51;2;1;1;1;259000;1;1;-
Apartamento para venda possui 54 metros quadrados com 2 quartos em Samambaia Sul - Brasília - DF;Quadra 301 Conjunto 1Samambaia Sul;-;2;1;2;1;267000;-;-;-
Ap de 1 ou 2 quartos, muitas vantagens pelo programa casa verde e amarela e construtora;QR 407 Conjunto 8Samambaia Norte;57;1;1;1;1;185000;200;100;-
VENDO APARTAMENTO CONSERVADO 3 QUARTOS 2 BANHEIROS COZINHA COM ARMÁRIOS;SHCES Quadra 807Cruzeiro Novo;-;3;0;2;0;500000;0;0;-
APARTAMENTO RESIDENCIAL em BRASÍLIA - DF, ASA SUL;-;87;3;-;2;-;740000;600;1332;-
Apartamento para venda tem 68 metros quadrados com 3 quartos em Samambaia Sul - Brasília - DF;Quadra 302 Conjunto 12Samambaia Sul;68;3;1;2;6;320000;390;0;-
Vendo QI 27 - Cobertura linear Via Blanc - 4 Quartos Suíte - Guará II - C4721;QI 27 Lote 1Guará II;-;4;4;6;3;2295000;1500;4000;-
